geo_point_2d;geo_shape;objectid_1;codeunique;nom_long;nom_so_gar;nom_su_gar;id_ref_zdc;nom_zdc;id_ref_zda;nom_zda;idrefliga;idrefligc;res_com;mode;train;rer;metro;tramway;val;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y
48.56559386193038, 2.2909244698571736;"{""coordinates"": [2.290924469857174, 48.56559386193038], ""type"": ""Point""}";162;185;Marolles-en-Hurepoix;;;59948;Marolles-en-Hurepoix;43159;Marolles-en-Hurepoix;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;647682.6388;6829720.8563
48.4369239376403, 2.1595305875651545;"{""coordinates"": [2.159530587565154, 48.4369239376403], ""type"": ""Point""}";166;190;Étampes;;;478855;Étampe;43080;Étampes;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;1;637836.1692;6815513.6232
48.80620002476372, 2.4727204038021715;"{""coordinates"": [2.472720403802172, 48.80620002476372], ""type"": ""Point""}";169;345;Saint-Maur-Créteil;;;70393;Saint-Maur-des-Fossés - Créteil;44801;Saint-Maur-des-Fossés - Créteil;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;661274.3885;6856365.4867
48.79538383742464, 2.513423300890403;"{""coordinates"": [2.513423300890403, 48.79538383742464], ""type"": ""Point""}";172;348;La Varenne-Chennevières;;;72998;La Varenne - Chennevières;43146;La Varenne - Chennevières;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;664256.3287;6855143.6718
48.745072171390795, 2.4175209778463316;"{""coordinates"": [2.417520977846332, 48.745072171390795], ""type"": ""Point""}";174;350;Les Saules;;ORLY;69662;Les Saules;46298;Les Saules;A01840 / A02371;C01727 / C02317;RER C / TRAM 9;RER / TRAM;0;1;0;1;0;0;0;0;0;0;SNCF / KEOLIS;1;0;657170.2467;6849597.5358
48.83934194187824, 2.4941880553199334;"{""coordinates"": [2.494188055319933, 48.83934194187824], ""type"": ""Point""}";178;354;Nogent-le-Perreux;;;71609;Nogent - Le Perreux;46552;Nogent - Le Perreux;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;662874.6459;6860040.2014
48.882628927347035, 2.4809020667391297;"{""coordinates"": [2.48090206673913, 48.882628927347035], ""type"": ""Point""}";182;359;Rosny-Bois-Perrier;;;426280;Rosny Bois Perrier;42356;Rosny Bois Perrier;A01843 / A01544;C01729 / C01381;RER E / METRO 11;RER / METRO;0;1;1;0;0;0;0;1;0;0;RATP/SNCF;1;0;661931.143277;6864859.74211
48.88373428097724, 2.5254342507658434;"{""coordinates"": [2.525434250765843, 48.88373428097724], ""type"": ""Point""}";184;366;Gagny;;;73278;Gagny;43044;Gagny;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;665197.678;6864962.104
48.78846667355173, 2.432243533360699;"{""coordinates"": [2.432243533360699, 48.78846667355173], ""type"": ""Point""}";189;372;Le Vert-de-Maisons;;;73624;Le Vert de Maisons;464040;Le Vert de Maisons;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;658287.4706;6854414.3946
48.85607083754508, 2.2166014426812333;"{""coordinates"": [2.216601442681233, 48.85607083754508], ""type"": ""Point""}";193;377;Le Val d'Or;;;422067;Le Val d'Or;422065;Le Val d'Or;A02176;C01740;TRAIN L;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;642519.4751;6862066.5873
48.82723877270251, 2.2007212566271264;"{""coordinates"": [2.200721256627126, 48.82723877270251], ""type"": ""Point""}";196;381;Sèvres-Ville-d'Avray;;;70686;Sèvres - Ville-d'Avray;47767;Sèvres - Ville-d'Avray;A02176 / A01855;C01740 / C01741;TRAIN L / TRAIN U;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;641321.8823;6858872.4898
48.909632934025275, 2.2396841171144803;"{""coordinates"": [2.23968411711448, 48.909632934025275], ""type"": ""Point""}";201;391;La Garenne-Colombes;;;72148;La Garenne-Colombes;47412;La Garenne-Colombes;A02176;C01740;TRAIN L;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;644270.4218;6868005.7355
48.92391862656037, 2.2593457030521504;"{""coordinates"": [2.25934570305215, 48.92391862656037], ""type"": ""Point""}";203;396;Colombes;;;72244;Colombes;43113;Colombes;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;645726.4329;6869580.5532
48.840033789216704, 2.3370964308572146;"{""coordinates"": [2.337096430857215, 48.840033789216704], ""type"": ""Point""}";224;432;Port Royal;;;71106;Port Royal;44500;Port Royal;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;651345.3912;6860202.4555
48.29359176873126, 2.401133894429584;"{""coordinates"": [2.401133894429584, 48.29359176873126], ""type"": ""Point""}";233;457;Malesherbes;;;411486;Malesherbes;411485;Malesherbes;A01842;C01728;RER D;RER;0;1;0;0;0;0;1;0;0;0;SNCF;0;1;655584.6925;6799419.8303
48.44525370458759, 1.7795837083711339;"{""coordinates"": [1.779583708371134, 48.44525370458759], ""type"": ""Point""}";242;482;Auneau;;;74138;Auneau;59049;Auneau;A02179;C01857;TER;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;609750.2708;6816806.1423
49.03297204677151, 2.336829689836827;"{""coordinates"": [2.336829689836827, 49.03297204677151], ""type"": ""Point""}";255;254;Domont;;;66654;Domont;43120;Domont;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;651506.0056;6881657.2116
49.09958693829461, 2.5255317140002815;"{""coordinates"": [2.525531714000282, 49.09958693829461], ""type"": ""Point""}";260;260;Survilliers-Fosses;;;69450;Survilliers - Fosses;47958;Survilliers - Fosses;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;665349.0638;6888966.3709
49.14771950742159, 2.2778231947158587;"{""coordinates"": [2.277823194715859, 49.14771950742159], ""type"": ""Point""}";269;270;Persan-Beaumont;;;67292;Persan - Beaumont;43178;Persan - Beaumont;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;1;0;0;0;0;SNCF;1;1;647308.0195;6894456.673
49.069314135508414, 2.141696934148374;"{""coordinates"": [2.141696934148374, 49.069314135508414], ""type"": ""Point""}";274;276;Chaponval;;;67016;Chaponval;47591;Chaponval;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;637281.4518;6885836.2334
49.16267058076292, 1.93692863441509;"{""coordinates"": [1.93692863441509, 49.16267058076292], ""type"": ""Point""}";279;284;Chars;;;67352;Chars;47930;Chars;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;622459.0763;6896400.6455
48.78023729710839, 2.281430595437462;"{""coordinates"": [2.281430595437462, 48.78023729710839], ""type"": ""Point""}";284;292;Robinson;;;427230;Robinson;43186;Robinson;A01857;C01743;RER B;RER;0;1;0;0;0;0;1;0;0;0;RATP;1;1;647199.3342;6853589.6746
48.781356721315156, 2.297647676433144;"{""coordinates"": [2.297647676433144, 48.781356721315156], ""type"": ""Point""}";286;294;Sceaux;;;74265;Sceaux;59206;Sceaux;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;648392.0448;6853703.414
48.79889250098003, 2.3281369230531674;"{""coordinates"": [2.328136923053167, 48.79889250098003], ""type"": ""Point""}";293;309;Arcueil-Cachan;;;70263;Arcueil - Cachan;43067;Arcueil - Cachan;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;650648.8903;6855633.6248
48.79333629625165, 2.322201636392532;"{""coordinates"": [2.322201636392532, 48.79333629625165], ""type"": ""Point""}";294;310;Bagneux;;;70210;Bagneux;44493;Bagneux;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;650207.6268;6855019.5845
48.87215749487708, 2.3299271706082756;"{""coordinates"": [2.329927170608276, 48.87215749487708], ""type"": ""Point""}";300;336;Auber;;;478926;Auber;45873;Auber;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;650849.5187;6863778.7626
48.89658112861537, 2.373819005403212;"{""coordinates"": [2.373819005403212, 48.89658112861537], ""type"": ""Point""}";321;1609;Rosa Parks;;;73798;Rosa Parks;58498;Rosa Parks;A01843 / A01757;C01729 / C01679;RER E / TRAM 3b;RER / TRAM;0;1;0;1;0;0;0;0;0;0;RATP/SNCF;1;1;654090.4936;6866468.1059
48.80071846387299, 2.171389814117752;"{""coordinates"": [2.171389814117752, 48.80071846387299], ""type"": ""Point""}";324;73;Viroflay Rive Gauche;;;63923;Viroflay Rive Gauche;462388;Viroflay Rive Gauche;A01847 / A01840 / A02149;C01736 / C01727 / C01794;TRAIN N / RER C / TRAM 6;TRAIN / RER / TRAM;1;1;0;1;0;0;0;0;0;0;RATP/SNCF;1;0;639137.6828;6855946.0349
49.049647005267346, 2.034294463220435;"{""coordinates"": [2.034294463220435, 49.049647005267346], ""type"": ""Point""}";337;277;Cergy-Saint-Christophe;;;66858;Cergy Saint-Christophe;47897;Cergy Saint-Christophe;A02176 / A01856;C01740 / C01742;TRAIN L / RER A;TRAIN / RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;629406.8797;6883739.7414
48.93073957031098, 2.4257914241951393;"{""coordinates"": [2.425791424195139, 48.93073957031098], ""type"": ""Point""}";350;402;Le Bourget;;;72641;Le Bourget;43231;Le Bourget;A01857 / A02225;C01743 / C01999;RER B / TRAM 11;RER / TRAM;0;1;0;1;0;0;0;0;1;0;SNCF;1;0;657928.4899;6870237.4878
48.858046055376214, 2.2741546283736707;"{""coordinates"": [2.274154628373671, 48.858046055376214], ""type"": ""Point""}";352;109039;La Muette;;;71229;La Muette;45453;Boulainvilliers;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;646744.2366;6862245.8557
48.86251523497548, 2.345785860039181;"{""coordinates"": [2.345785860039181, 48.86251523497548], ""type"": ""Point""}";355;104051;Les Halles;;;474151;Les Halles;45102;Châtelet les Halles;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652003.8587;6862696.8633
48.863556145232366, 2.8825913199345155;"{""coordinates"": [2.882591319934515, 48.863556145232366], ""type"": ""Point""}";357;24;Villiers-Montbarbin;;;68311;Villiers Montbarbin;58581;Villiers Montbarbin;A02945;C02732;TRAM 14;TRAM;0;0;0;1;0;0;0;0;0;0;STRETTO;1;0;691386.439;6862620.1835
48.80021557813598, 2.1290438673702554;"{""coordinates"": [2.129043867370255, 48.80021557813598], ""type"": ""Point""}";363;75;Versailles Château;Rive Gauche;;73721;Versailles Château Rive Gauche;43220;Versailles Château Rive Gauche;A01840;C01727;RER C;RER;0;1;0;0;0;0;1;0;0;0;SNCF;1;0;636026.8334;6855923.5959
49.09153773356041, 1.4778561780528563;"{""coordinates"": [1.477856178052856, 49.09153773356041], ""type"": ""Point""}";383;480;Vernon;;;74127;Vernon - Giverny;59038;Vernon - Giverny;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;1;0;0;0;0;SNCF;0;0;588825.1367;6889038.6145
48.860351434026214, 2.3267597744418103;"{""coordinates"": [2.32675977444181, 48.860351434026214], ""type"": ""Point""}";387;311;Musée d'Orsay;;;71269;Musée d'Orsay;45705;Musée d'Orsay;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;650606.0;6862468.0
48.936030605940175, 2.345274684679064;"{""coordinates"": [2.345274684679064, 48.936030605940175], ""type"": ""Point""}";392;416;Saint-Denis;;;72323;Saint-Denis;412743;Saint-Denis;A01849 / A01842 / A01191 / A02150;C01737 / C01728 / C01389 / C01795;TRAIN H / RER D / TRAM 1 / TRAM 8;TRAIN / RER / TRAM;1;1;0;1;0;0;0;0;0;0;RATP/SNCF;1;1;652034.1393;6870871.7529
48.84413934986018, 2.373259978073185;"{""coordinates"": [2.373259978073185, 48.84413934986018], ""type"": ""Point""}";394;338;Gare de Lyon;;;73626;Gare de Lyon;470195;Gare de Lyon;A01845 / A01856 / A01842 / A01534 / A01547;C01731 / C01742 / C01728 / C01371 / C01384;TRAIN R / RER A / RER D / METRO 1 / METRO 14;TRAIN / RER / METRO;0;1;1;0;0;1;0;0;0;0;RATP/SNCF;1;1;654003.2245;6860637.2778
48.88604139991642, 2.299279102380644;"{""coordinates"": [2.299279102380644, 48.88604139991642], ""type"": ""Point""}";400;330;Pereire-Levallois;;;71453;Péreire;44314;Péreire Levallois;A01840 / A01536;C01727 / C01373;RER C / METRO 3;RER / METRO;0;1;1;0;0;0;0;0;0;0;RATP/SNCF;1;0;648615.2115;6865342.0675
48.89085679541672, 2.826405498670868;"{""coordinates"": [2.826405498670868, 48.89085679541672], ""type"": ""Point""}";407;22;Montry-Condé;;;68582;Montry - Condé;47325;Montry - Condé;A02945;C02732;TRAM 14;TRAM;0;0;0;1;0;0;0;0;0;0;STRETTO;1;0;687271.1064;6865663.5244
48.56432890767753, 2.1703772605010356;"{""coordinates"": [2.170377260501036, 48.56432890767753], ""type"": ""Point""}";411;199;Breuillet-Village;;;59940;Breuillet Village;43099;Breuillet Village;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;638787.1911;6829666.9012
48.341663546425224, 2.378815444640189;"{""coordinates"": [2.378815444640189, 48.341663546425224], ""type"": ""Point""}";414;216;Boigneville;;;59420;Boigneville;43092;Boigneville;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;653971.4952;6804775.4464
48.89807641113002, 2.0948366282977533;"{""coordinates"": [2.094836628297753, 48.89807641113002], ""type"": ""Point""}";425;95;Saint-Germain-en-Laye;;;64589;Saint-Germain-en-Laye;43198;Saint-Germain-en-Laye;A01856 / A02373;C01742 / C02344;RER A / TRAM 13;RER / TRAM;0;1;0;1;0;0;1;0;1;0;RATP / TRANSKEO;1;1;633639.0981;6866832.704
48.332683643810896, 2.692480190589321;"{""coordinates"": [2.692480190589321, 48.332683643810896], ""type"": ""Point""}";429;68;Bourron-Marlotte-Grez;;;61318;Bourron-Marlotte - Grez;47124;Bourron-Marlotte - Grez;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;677209.3467;6803640.6794
48.51424587619094, 2.2155178105820923;"{""coordinates"": [2.215517810582092, 48.51424587619094], ""type"": ""Point""}";438;188;Chamarande;;;59734;Chamarande;47927;Gare de Chamarande;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;642062.4133;6824065.6532
49.08049370791346, 2.0037153716329765;"{""coordinates"": [2.003715371632977, 49.08049370791346], ""type"": ""Point""}";452;281;Montgeroult-Courcelles;;;67076;Montgeroult - Courcelles;44161;Montgeroult - Courcelles;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;627214.9477;6887197.9064
48.869830488996314, 2.274808153642234;"{""coordinates"": [2.274808153642234, 48.869830488996314], ""type"": ""Point""}";459;332;Avenue Foch;;;71321;Avenue Foch;45437;Avenue Foch;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;646804.2192;6863555.7388
48.09589243640809, 2.7721048119391085;"{""coordinates"": [2.772104811939109, 48.09589243640809], ""type"": ""Point""}";464;499;Ferrières - Fontenay;;;411489;Ferrières - Fontenay;411488;Ferrières - Fontenay;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;683034.4489;6777304.272
48.968760793584806, 3.322797562570164;"{""coordinates"": [3.322797562570164, 48.968760793584806], ""type"": ""Point""}";465;519;Nogent-l'Artaud-Charly;;;411385;Nogent-L'Artaud - Charly;411384;Nogent-L'Artaud - Charly;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;723633.8126;6874360.9553
48.874204186324654, 2.2947732143825275;"{""coordinates"": [2.294773214382527, 48.874204186324654], ""type"": ""Point""}";474;337;Charles De Gaulle-Étoile;;;71347;Charles-de-Gaulle Étoile;58759;Charles-de-Gaulle Étoile;A01856 / A01534 / A01535 / A01539;C01742 / C01371 / C01372 / C01376;RER A / METRO 1 / METRO 2 / METRO 6;RER / METRO;0;1;1;0;0;0;0;1;0;0;RATP;1;0;648273.0419;6864028.7945
49.038963524940336, 2.1034615933448735;"{""coordinates"": [2.103461593344873, 49.038963524940336], ""type"": ""Point""}";477;251;Saint-Ouen-l'Aumône - Quartier de l'Eglise;;;66731;Saint-Ouen-l'Aumône Quartier de l'Église;47955;Saint-Ouen-l'Aumône Quartier de l'Église;A01852;C01739;TRAIN J;TRAIN / RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;634449.2845;6882492.0391
49.00468746180567, 2.57058948552452;"{""coordinates"": [2.57058948552452, 49.00468746180567], ""type"": ""Point""}";478;443;Terminal 2 - Gare TGV;;;73699;Aéroport CDG - Terminal 2 (TGV);473364;Aéroport Charles de Gaulle 2 (Terminal 2);A01857 / A01516;C01743 / C00563;RER B / CDGVAL;RER / VAL;0;1;0;0;1;0;1;0;0;1;SNCF;1;1;668582.2523;6878393.4208
48.740584122765895, 2.353307048434887;"{""coordinates"": [2.353307048434887, 48.740584122765895], ""type"": ""Point""}";479;305;Rungis-La Fraternelle;;;69633;Rungis la Fraternelle;44787;Rungis la Fraternelle;A01840 / A02134;C01727 / C01774;RER C / TRAM 7;RER / TRAM;0;1;0;1;0;0;0;0;0;0;RATP/SNCF;1;0;652444.6023;6849135.3039
48.855236252795095, 2.3609564886610004;"{""coordinates"": [2.360956488661, 48.855236252795095], ""type"": ""Point""}";488;101049;Saint-Paul;Le Marais;;71222;Saint-Paul (Le Marais);44881;Saint-Paul (Le Marais);A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653110.2705;6861878.3873
48.87202380950045, 2.3005604512487974;"{""coordinates"": [2.300560451248797, 48.87202380950045], ""type"": ""Point""}";492;101067;George V;;;71328;George V;43283;George V;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648695.3653;6863782.5778
48.87761018741785, 2.370811395312745;"{""coordinates"": [2.370811395312745, 48.87761018741785], ""type"": ""Point""}";498;102049;Colonel Fabien;;;71893;Colonel Fabien;42732;Colonel Fabien;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653853.1813;6864360.3934
48.866514461743, 2.3608035032752688;"{""coordinates"": [2.360803503275269, 48.866514461743], ""type"": ""Point""}";505;103047;Temple;;;71296;Temple;44924;Temple;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653109.1971;6863132.5225
48.86865415183625, 2.3413760511435733;"{""coordinates"": [2.341376051143573, 48.86865415183625], ""type"": ""Point""}";508;103055;Bourse;;;73635;Bourse;45101;Bourse;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651686.0361;6863382.1515
48.869637996887164, 2.3362327568689163;"{""coordinates"": [2.336232756868916, 48.869637996887164], ""type"": ""Point""}";509;103057;Quatre Septembre;;;71313;Quatre Septembre;44587;Quatre Septembre;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651309.6735;6863494.7068
48.838427296060985, 2.360967166347492;"{""coordinates"": [2.360967166347492, 48.838427296060985], ""type"": ""Point""}";535;105077;Saint-Marcel;;;71092;Saint-Marcel;44875;Saint-Marcel;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653095.9281;6860009.3864
48.852168369650244, 2.3896255399759547;"{""coordinates"": [2.389625539975955, 48.852168369650244], ""type"": ""Point""}";547;109079;Rue des Boulets;;;71694;Rue des Boulets;425987;Rue des Boulets;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655211.1784;6861520.6226
48.855726428633155, 2.4229832161458753;"{""coordinates"": [2.422983216145875, 48.855726428633155], ""type"": ""Point""}";550;109089;Robespierre;;;71725;Robespierre;44650;Robespierre;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;657661.786;6861897.8455
48.847943097200854, 2.2641304267383107;"{""coordinates"": [2.264130426738311, 48.847943097200854], ""type"": ""Point""}";555;110031;Michel Ange-Auteuil;;;71206;Michel-Ange - Auteuil;44138;Michel-Ange - Auteuil;A01542 / A01543;C01379 / C01380;METRO 9 / METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;645998.3063;6861129.317
48.879761253997216, 2.4164796436714395;"{""coordinates"": [2.41647964367144, 48.879761253997216], ""type"": ""Point""}";566;111033;Mairie des Lilas;;;71909;Mairie des Lilas;44055;Mairie des Lilas;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;657204.3492;6864573.8589
48.875111816042825, 2.3894150293193657;"{""coordinates"": [2.389415029319366, 48.875111816042825], ""type"": ""Point""}";569;111041;Jourdain;;;71868;Jourdain;43483;Jourdain;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655215.4589;6864071.8788
48.841505522367974, 2.3079486793367505;"{""coordinates"": [2.307948679336751, 48.841505522367974], ""type"": ""Point""}";577;112041;Volontaires;;;71113;Volontaires;45060;Volontaires;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649207.5446;6860384.4512
48.842920619084595, 2.312607049649865;"{""coordinates"": [2.312607049649865, 48.842920619084595], ""type"": ""Point""}";578;112043;Pasteur;;;71125;Pasteur;44273;Pasteur;A01539 / A01545;C01376 / C01382;METRO 6 / METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649550.8024;6860538.8085
48.8318256495863, 2.3141223234708552;"{""coordinates"": [2.314122323470855, 48.8318256495863], ""type"": ""Point""}";594;114041;Plaisance;;;71039;Plaisance / Vercingétorix;45322;Plaisance;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649651.2929;6859304.204
48.89737479552952, 2.3289428127798932;"{""coordinates"": [2.328942812779893, 48.89737479552952], ""type"": ""Point""}";604;114071;Porte de Saint-Ouen;;;72078;Porte de Saint-Ouen;44525;Porte de Saint-Ouen;A01546 / A01757;C01383 / C01679;METRO 13 / TRAM 3b;METRO / TRAM;0;0;1;1;0;0;0;0;0;0;RATP;1;0;650801.1471;6866583.3841
48.88181610818685, 2.394012398359364;"{""coordinates"": [2.394012398359364, 48.88181610818685], ""type"": ""Point""}";609;117031;Danube;;;71930;Danube;42822;Danube;A01550;C01387;METRO 7bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655558.3764;6864814.7578
48.84562696675504, 2.3095314928235138;"{""coordinates"": [2.309531492823514, 48.84562696675504], ""type"": ""Point""}";625;106067;Sèvres-Lecourbe;;;71144;Sèvres Lecourbe;44829;Sèvres Lecourbe;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649327.718;6860841.6954
48.903783881045044, 2.3922212211711154;"{""coordinates"": [2.392221221171115, 48.903783881045044], ""type"": ""Point""}";631;107029;Aubervilliers Pantin - Quatre Chemins;;;72460;Aubervilliers Pantin Quatre Chemins;46492;Aubervilliers Pantin Quatre Chemins;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655445.8206;6867258.482
48.84286683068267, 2.352224728183084;"{""coordinates"": [2.352224728183084, 48.84286683068267], ""type"": ""Point""}";639;107071;Place Monge;Jardin des Plantes – Arènes de Lutèce;;71133;Place Monge;44435;Place Monge;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652458.3099;6860508.2454
48.81593076304922, 2.3772672001519357;"{""coordinates"": [2.377267200151936, 48.81593076304922], ""type"": ""Point""}";642;107089;Pierre et Marie Curie;;;70537;Pierre et Marie Curie;44343;Pierre et Marie Curie;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654272.5743;6857498.469
48.87067768184424, 2.332354639263271;"{""coordinates"": [2.332354639263271, 48.87067768184424], ""type"": ""Point""}";651;108041;Opéra;;;71337;Opéra;42237;Opéra;A01536 / A01540 / A01541;C01373 / C01377 / C01378;METRO 3 / METRO 7 / METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651026.1803;6863612.7102
48.83711700699553, 2.4023331659174443;"{""coordinates"": [2.402333165917444, 48.83711700699553], ""type"": ""Point""}";656;108071;Michel Bizot;;;71595;Michel Bizot;44140;Michel Bizot;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656130.969;6859839.9191
48.789920466889434, 2.45051152829059;"{""coordinates"": [2.45051152829059, 48.789920466889434], ""type"": ""Point""}";661;108089;Créteil-Université;;;70172;Créteil Université;42779;Créteil Université;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;659630.7057;6854566.5406
48.87721366043972, 2.406609865120692;"{""coordinates"": [2.406609865120692, 48.87721366043972], ""type"": ""Point""}";674;111035;Porte des Lilas;;;71889;Porte des Lilas;44529;Porte des Lilas;A01549 / A01544 / A01757;C01386 / C01381 / C01679;METRO 3bis / METRO 11 / TRAM 3b;METRO / TRAM;0;0;1;1;0;0;0;1;0;0;RATP;1;0;656478.3798;6864295.976
48.82770461172182, 2.305340930810601;"{""coordinates"": [2.305340930810601, 48.82770461172182], ""type"": ""Point""}";677;114039;Porte de Vanves;;;71006;Porte de Vanves;44526;Porte de Vanves;A01546 / A01193;C01383 / C01391;METRO 13 / TRAM 3a;METRO / TRAM;0;0;1;1;0;0;0;0;0;0;RATP;1;0;649002.6564;6858851.629
48.823151633128084, 2.325509577822384;"{""coordinates"": [2.325509577822384, 48.823151633128084], ""type"": ""Point""}";678;104079;Porte d'Orléans;;;70657;Porte d'Orléans;44508;Porte d'Orléans (Général Leclerc);A01537 / A01193;C01374 / C01391;METRO 4 / TRAM 3a;METRO / TRAM;0;0;1;1;0;0;0;0;0;0;RATP;1;0;650478.9462;6858332.5564
48.897402222898094, 2.344847748752399;"{""coordinates"": [2.344847748752399, 48.897402222898094], ""type"": ""Point""}";683;104029;Porte de Clignancourt;;;478883;Porte de Clignancourt;44515;Porte de Clignancourt;A01537 / A01757;C01374 / C01679;METRO 4 / TRAM 3b;METRO / TRAM;0;0;1;1;0;0;0;1;0;0;RATP;1;0;651967.2227;6866576.6415
48.84030209337709, 2.379121776442215;"{""coordinates"": [2.379121776442215, 48.84030209337709], ""type"": ""Point""}";685;106041;Bercy;;;71607;Gare de Bercy;58728;Bercy;A01539 / A01547;C01376 / C01384;METRO 6 / METRO 14;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654430.0611;6860207.2141
48.866446806067, 2.383599109573657;"{""coordinates"": [2.383599109573657, 48.866446806067], ""type"": ""Point""}";690;102043;Ménilmontant;;;71815;Ménilmontant;44133;Ménilmontant;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654781.3662;6863111.7042
48.877972701427545, 2.2983103751249425;"{""coordinates"": [2.298310375124943, 48.877972701427545], ""type"": ""Point""}";692;102075;Ternes;;;71367;Ternes;44931;Ternes;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648536.2024;6864445.5141
